CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;B015;B016;B017;B018;B019;B031_01;B032_01;B033_01;B034_01;B035_01;B038_01;B039_01;B040_01;B041_01;B042_01;B043_01;B043_02;B043_03;B043_04;B043_05;MI02_01;MI02_02;MI02_03;MI02_04;MI02_05;MI02_06;MI02_07;MI02_08;MI02_09;MI02_10;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_10;MF02_11;MF02_12;MF02_13;MF02_14;MF02_15;MF02_16;MF03_01;MF03_02;MF03_03;MF03_04;MF03_05;MF03_06;MF03_07;MF03_08;MF03_09;MF03_10;MF03_11;MF03_12;MF03_13;MF03_14;MF03_15;MF03_16;ZU02_01;ZU03_01;ZU04_01;ZU05_01;ZU06;ZU07;ZU08_01;GN01_01;GN02_01;GN03_01;GN04_01;GN05_01;VA01_01;DE01_01;DE02;DE03;DE04;DE05;FINISHED;LASTPAGE;MAXPAGE;MISSING;MISSREL;DEG_MISS;DEG_TIME;DEGRADE
525;D88ZSM;;base;interview;04.02.15 11:32;7;1;3;2;1;49;73;28;13;63;2;0;5;4;1;;;;;;5;2;1;1;2;1;3;1;1;4;6;6;2;4;5;1;6;6;5;4;2;6;4;4;3;1;4;6;6;6;4;6;6;6;5;2;1;6;2;4;4;1;-9;100;2;7;3;1;;Egoist;großzügig;bequem;wankelmütig;Anerkennung suchend;verdeckt;28;1;1;4;1;1;21;21;9;3;14;5;18
526;9ETE5E;;base;interview;04.02.15 11:35;4;5;4;7;7;53;53;77;38;14;5;1;0;10;10;6;;;;;7;7;1;1;3;2;2;1;3;5;5;5;1;1;3;1;6;5;5;3;2;6;5;3;4;1;5;4;1;3;2;6;4;4;1;1;1;1;2;4;1;1;1;51;51;2;3;3;"Studie wirkt recht undurchsichtig - eine Erklärung zum Studienzweck wäre schön.
Die Fragen zu ""falsch"" oder ""richtig"" sind meist eher Fragen zu ""moralisch"" oder ""unmoralisch"". Das macht für mich einen Unterschied.
Und dann gab es eine Sequenz in der gefragt wurde ob das ""bessere"" Verhalten eher gut einzuschätzen ist oder nicht. Per Definition kann man bei einem besseren Verhalten nur auf gut verweisen. :P";pragmatisch;vorsichtig;rational;diplomatisch;inkonsequent;offen;35;2;2;-9;1;1;21;21;6;1;7;9;16
527;Z08LRY;;base;interview;04.02.15 11:37;7;4;2;2;2;55;87;101;6;97;6;2;0;10;0;;;;;;7;5;3;1;3;1;2;2;2;5;6;6;2;2;4;1;6;6;5;2;1;6;6;3;4;1;4;6;4;4;1;6;5;6;5;1;1;6;4;4;3;1;1;11;92;7;3;4;Warum muss ich zuerst die Altersgruppe und Geschlecht angeben, wenn es am Ende nochmal abgefragt wird? Wenn jemand am Anfang lügen wollte, wird der auf eine Kontrollfrage auch nicht reinfallen. ;Normal ;Selbslos;gewissenhaft ;listig;großzügig ;offen;34;2;2;-9;1;1;21;21;8;2;8;6;15
528;7MP2BZ;;base;interview;04.02.15 11:38;6;3;4;2;1;41;81;101;1;38;7;0;0;10;3;;;;;;7;6;3;1;2;3;2;1;1;5;5;5;1;1;1;1;4;6;4;3;2;6;5;1;3;1;5;5;1;3;1;6;6;6;3;1;1;6;6;5;1;1;1;30;61;7;3;4;Die korrekte Antwort auf die Lotteriefrage wäre 11% und dennoch dürften wohl alle Antworten deutlich darüber liegen...;gewöhlicher Egoist;gewöhlicher Gutmensch;Diplomat;betrügender Egoist;betrügender Gutmensch;verdeckt;19;2;1;1;1;1;21;21;6;1;6;2;8
529;8CJXWV;;base;interview;04.02.15 11:41;7;3;3;3;2;101;19;48;86;6;10;0;6;10;3;;3;;;;7;7;2;1;4;2;1;2;4;7;6;5;1;4;6;1;6;6;6;5;6;6;6;6;6;1;5;6;2;5;1;6;6;6;5;1;1;6;2;4;3;1;1;100;96;7;3;7;;schlau;großzügig;Überraschungen-liebend;schlau aber mit Risiko;ängstlich und dumm;offen;24;1;1;1;1;1;21;21;6;1;7;6;13
530;PJNYMO;;base;interview;04.02.15 11:47;6;2;3;3;2;35;79;30;20;51;7;3;5;7;4;;;;;;7;5;2;1;4;4;3;2;3;6;5;4;2;3;4;1;5;5;6;4;3;5;4;4;4;4;4;5;3;4;2;6;5;5;5;1;2;6;3;4;4;2;5;30;78;6;3;3;;Egoisten;Altruisten;Fatalisten;Scheinheilig;netten;verdeckt;52;1;2;-9;1;1;21;21;9;2;10;5;15
531;GBRM73;;base;interview;04.02.15 11:47;3;2;5;6;1;70;93;37;10;80;0;0;3;8;0;;;;;;6;6;4;1;4;5;1;5;5;4;6;4;1;4;3;1;6;5;5;4;3;6;6;5;4;4;4;5;3;4;2;6;5;5;6;1;1;6;4;4;3;1;5;60;-1;7;3;4;;ehrlich;selbstlos;unentschlossen;unehrlich;unbewusst selbstlos;offen;22;1;1;1;1;1;21;21;9;3;14;0;14
532;C89JDN;;base;interview;04.02.15 11:47;4;2;5;2;2;37;61;50;32;59;7;3;5;8;5;;;;10;;6;4;2;1;4;3;2;1;3;5;5;4;1;4;3;2;5;6;5;2;5;6;6;4;3;1;4;5;2;4;2;5;6;5;3;1;1;6;4;5;1;1;-9;75;64;6;3;7;;Einbehalt;Freigebig;Unentschlossen;Wurfegoist;Wurffreigebig;verdeckt;34;2;2;-9;1;1;21;21;9;3;15;9;24
533;LTUQ3J;;base;interview;04.02.15 11:49;6;2;3;2;2;27;47;46;43;43;10;10;10;10;10;;;;;;7;7;1;1;7;1;1;1;1;7;6;6;1;4;3;1;6;6;6;3;4;6;6;3;5;3;3;5;4;6;6;6;6;4;3;1;1;6;6;1;1;1;4;0;-1;2;3;7;;giergig;großzügig;normal;gelassen;großzügig;verdeckt;42;1;2;-9;1;1;21;21;10;3;16;84;100
535;6ZFPXY;;base;interview;04.02.15 12:03;7;4;7;5;2;72;32;101;1;10;7;7;7;7;7;;;;;;6;4;1;-9;6;6;1;6;6;4;4;4;1;3;4;1;4;6;1;1;1;6;6;1;3;1;5;5;1;2;2;5;2;5;1;2;1;4;6;3;2;1;5;90;16;4;3;7;;vorteilbedacht;eigentümlich ;fair;unfair;unklar wechselhaft;verdeckt;42;2;2;-9;1;1;21;21;10;3;17;29;46
536;WWU1M3;;base;interview;04.02.15 12:14;7;2;3;4;2;48;84;51;23;60;10;1;3;10;5;9;;;;;6;7;4;1;5;6;1;5;5;5;5;5;1;2;3;1;5;6;3;2;3;6;5;3;4;1;5;5;2;2;3;6;4;5;4;1;2;5;5;5;3;1;1;30;26;2;3;3;;rationaler Egoist;kooperativer Altruist;Spieler;taktischer Egoist;Wankelmütiger;offen;41;2;2;-9;1;1;21;21;8;2;9;33;41
539;TLTSK9;;base;interview;04.02.15 12:33;2;;;;;7;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;.;;;;;offen;;;;;;0;7;7;0;0;0;0;0
540;QL6SXV;;base;interview;04.02.15 12:35;7;2;4;3;2;31;64;101;1;88;6;2;4;6;2;;;;;;7;7;4;1;6;6;2;6;6;4;4;5;1;1;3;1;6;6;2;1;5;6;6;2;5;1;4;6;1;2;2;6;6;6;3;2;2;5;3;4;2;1;1;10;-9;7;3;4;interessanter Fragebogen. Aber wo kann ich die Stromstösse verteilen? :-);konservativ;optimistisch;fair und kontrolliert;unehrlich;zögernd altruistisch;verdeckt;40;2;2;4;1;1;21;21;8;2;12;4;16
541;BGZCJ0;;base;interview;04.02.15 12:44;4;3;5;4;2;36;73;19;16;37;7;3;8;7;7;;7;;;;7;7;3;1;6;5;1;6;6;7;5;5;2;2;5;1;6;5;5;4;3;5;5;4;3;5;5;5;3;4;5;6;5;5;5;2;2;6;4;5;2;1;-9;95;-1;5;3;1;;spontan;nett;Spieler;Mogler;Schelm;offen;;2;2;-9;1;1;21;21;11;5;28;30;59
542;SUGCBR;;base;interview;04.02.15 12:45;3;3;6;;;24;77;59;;;5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gierig;selbstlos;normal;;;verdeckt;;;;;;0;9;9;0;0;0;9;9
544;SUGCBR;;base;interview;04.02.15 12:50;3;3;6;2;2;33;64;59;26;94;5;1;1;3;0;5;1;1;5;0;7;5;4;1;4;5;2;3;3;6;5;4;1;1;2;1;5;5;5;4;3;6;5;5;4;3;5;6;4;1;1;6;6;4;4;1;1;6;6;4;4;1;1;95;1;1;3;3;"das beispiel mit dem zug kennt glaub ich jeder ;)
";gierig;kulant;normal;merkwürdig;merkwürdig 20;verdeckt;30;1;1;3;1;1;21;21;0;0;0;110;110
545;IUTVJO;;base;interview;04.02.15 12:51;7;4;4;2;2;7;101;51;22;83;10;1;5;8;1;;;;;;7;5;3;1;2;2;1;1;1;5;5;3;1;2;2;1;6;6;6;3;3;6;6;4;4;4;5;6;1;6;1;6;6;6;3;4;1;1;4;1;3;3;4;25;68;7;2;7;;Egoistisch;großzügig;unsicher;egoistisch und unsicher;großzügig aber unsicher;verdeckt;29;2;1;1;1;1;21;21;8;1;8;36;43
546;N0QI9Q;;base;interview;04.02.15 12:51;7;3;4;3;2;56;85;21;6;58;1;0;8;9;5;3;;;;;7;4;1;1;4;4;2;4;5;7;6;6;1;2;2;1;6;6;4;2;4;6;6;1;4;1;5;5;5;4;2;5;6;5;4;1;1;6;2;5;3;1;6;90;100;6;3;1;;Ich-Mensch;Sozialist;Nicht-Entscheider;Opportunist;Angepasster;offen;53;1;2;-9;1;1;21;21;8;2;9;6;14
547;WFG45M;;base;interview;04.02.15 12:54;7;3;2;4;1;50;58;58;44;60;4;0;0;4;0;;;;;;6;6;4;1;4;4;2;4;4;6;3;4;3;5;5;2;5;6;3;3;4;5;5;5;4;2;5;5;5;5;3;5;6;6;2;2;3;4;5;5;5;2;6;80;-1;5;3;1;;gesund egoistisch;fragwürdig großzügig;konsequent;heimlich egoistisch;schwammig großzügig;verdeckt;32;1;2;-9;1;1;21;21;10;3;16;3;19
548;HMKN8V;;base;interview;04.02.15 13:11;4;3;3;4;2;45;54;31;49;52;1;1;1;1;1;;;;;;5;4;2;1;5;5;2;5;3;5;6;5;2;2;1;3;6;6;5;2;2;6;5;5;5;2;5;5;4;4;2;5;6;6;5;2;1;3;1;4;2;2;3;20;-9;7;3;5;;selbstbestimmt;prosozial;unentschieden;berechnend;spät entschlossen;offen;34;1;2;2;1;1;21;21;9;3;14;48;62
552;WZ0ETT;;base;interview;04.02.15 13:49;7;2;3;4;2;61;61;92;28;41;3;1;0;5;1;;;;;;6;5;1;1;4;2;2;3;2;6;5;5;3;4;6;4;6;6;6;3;5;6;6;4;4;2;4;5;4;6;4;5;6;5;3;1;4;5;3;3;4;1;2;90;-1;1;3;7;;gewinnorientiert;großzügig;gerecht;inkonsequent;unentschlossen;offen;25;1;1;2;1;1;21;21;9;3;14;26;39
553;8MFTDT;;base;interview;04.02.15 13:57;6;3;3;6;4;62;92;35;23;67;10;1;5;8;2;8;0;5;10;2;6;2;4;1;5;3;6;2;3;1;4;6;2;1;4;-9;5;6;3;1;4;-9;-9;-9;1;6;-9;6;2;2;2;6;6;6;4;3;2;6;6;1;2;1;5;;-9;5;3;7;;Draufgänger;Höflich;Planlos;Provozierter Draufgänger;Vorsichtig-bescheiden;offen;34;1;2;-9;1;1;21;21;11;10;54;14;68
554;WHYJPY;;base;interview;04.02.15 13:57;6;2;6;3;2;6;97;76;25;66;8;1;3;5;4;;;;;;7;7;1;1;7;5;1;2;5;7;5;6;1;4;5;1;6;6;5;3;5;6;6;3;6;3;5;6;5;4;3;6;6;6;4;1;2;6;3;5;4;2;6;50;60;6;3;1;;Egoist;großzügig;neutral;unentschlossen;wankelmütig;verdeckt;52;1;2;-9;1;1;21;21;9;2;10;0;10
555;B70W8W;;base;interview;04.02.15 14:02;2;3;7;2;2;30;56;88;34;17;5;3;2;5;5;;;;;;7;6;3;1;5;4;1;3;4;7;5;4;1;4;5;1;5;5;5;5;4;5;5;5;4;3;4;5;5;6;4;6;5;5;6;5;2;6;2;4;5;2;6;80;70;6;3;1;Der Anfang mit den Gruppen und ECU war etwas kompliziert und zu viel zu lesen;Egoist;Loyal;gerecht;doof;doof;offen;49;1;2;-9;1;1;21;21;8;2;8;30;38
556;WPIQUK;;base;interview;04.02.15 14:14;7;2;3;2;2;12;55;65;7;13;10;10;10;10;10;;;;;;6;6;6;1;6;2;2;6;6;6;6;6;4;4;6;1;6;6;6;6;5;6;6;5;5;5;4;6;5;4;4;6;6;6;4;1;2;6;3;6;5;1;7;80;-1;1;3;1;;Egoist;human;sozial;unsicher;nicht entschlussfreudig;verdeckt;48;1;2;-9;1;1;21;21;10;3;16;3;19
559;D2H93K;;base;interview;04.02.15 14:45;7;2;5;4;1;73;55;101;14;14;1;0;0;2;1;;;;;;7;6;3;1;4;3;1;5;4;6;5;6;1;1;3;2;5;6;2;2;4;6;5;2;4;1;4;5;2;3;3;6;5;5;2;1;1;6;5;3;1;1;1;10;57;6;2;4;;Direkten Entscheider;Altruist;der/die Schicksalhafte;inkonsequent egoistisch;inkonsequent altruistisch;verdeckt;28;1;2;-9;1;1;21;21;9;2;10;13;23
560;ZKYA7Y;;base;interview;04.02.15 14:54;5;3;2;3;4;30;74;50;27;69;10;6;7;8;4;8;5;;10;5;6;6;4;1;4;4;2;2;4;6;5;5;2;5;5;1;4;6;4;4;4;5;6;4;3;3;4;6;4;6;3;5;6;5;4;4;4;6;3;4;2;3;6;100;-1;3;3;1;;Gewinnorientiert;Gutmütig;SpielerIn;TäuscherIn;Nett;offen;25;1;2;-9;1;1;21;21;5;2;11;1;13
562;SSIPIH;;base;interview;04.02.15 15:00;4;2;4;2;2;49;51;47;49;48;10;1;2;10;3;9;1;1;9;1;7;6;1;1;4;6;1;6;4;6;4;4;1;1;1;1;6;5;3;1;1;6;6;3;3;1;6;5;1;2;1;6;6;5;3;1;1;6;6;5;2;1;1;90;45;3;3;3;;direkt-rational;direkt-großzügig;Zufallstyp;Zufall + direkt 60/20;Zufall + direkt 20/60;offen;25;1;1;4;2;1;21;21;1;0;2;0;2
565;QVBWGO;;base;interview;04.02.15 15:06;5;3;7;5;2;64;42;55;69;25;3;4;5;2;3;;;;;;6;5;1;2;3;1;4;6;2;4;4;5;2;6;4;2;6;6;6;6;5;6;6;6;4;1;5;5;4;5;2;5;6;4;4;3;2;1;4;4;3;4;1;100;100;7;3;4;"Grobe Eckdaten für Ihre Auswertung:
gegenwärtig Studium der Geographie und Agrarwissenschaft + 
abgeschlossene Berufsausbildung als Kaufmann + 
abgeschlossene Berufsausbildung als Zeitsoldat - beides jeweils 4 Jahre
Kommentar zum Fragebogen: Ich würde als Soldat niemals einen Befehl ausführen der moralisch nicht vertretbar wäre. Z.B.: das Erschießen von Kriegsgefangenen oder von Zivilisten/Frauen/Kinder/Rentner";Taktiker;großzügig;ausgeglichen;Taktiker;spendabel;verdeckt;30;2;1;1;1;1;21;21;6;1;6;10;15
566;ZGBHOI;;base;interview;04.02.15 15:31;5;6;3;2;2;2;54;58;2;22;10;5;7;8;8;;;;;;7;7;5;1;7;4;2;7;7;7;6;6;1;3;1;1;6;6;6;2;6;6;6;5;6;1;4;6;1;1;2;6;6;6;2;1;1;6;3;6;1;1;4;95;100;3;3;4;Spannend !;Egoisten;selbstlos;Risikoscheu;Spieler;Intrigant;offen;60;1;2;-9;1;1;21;21;8;2;8;10;19
567;IXF9JX;;base;interview;04.02.15 15:41;4;4;5;2;2;51;56;54;32;32;5;4;6;0;10;;;;;;6;5;2;1;2;2;3;2;1;5;4;5;3;4;4;3;5;5;4;3;3;5;5;3;4;1;4;4;3;4;2;5;4;5;2;3;1;3;3;4;5;1;1;60;-9;3;3;7;Der zweite Part war interessanter.;Zuweiser;Aufwandsminimierer;Zufallswähler;Trickser;B-Trickser;offen;28;2;1;4;1;1;21;21;8;2;12;9;21
568;BIBFOE;;base;interview;04.02.15 15:42;4;3;5;3;2;43;62;79;13;75;10;3;1;8;2;;;;;;5;4;-9;1;4;4;5;4;4;6;4;4;1;3;1;1;6;6;3;1;1;6;5;3;1;1;4;5;3;4;1;5;6;5;2;2;1;4;5;5;2;1;1;0;51;3;3;4;;Egos;selbstlose;unentschlossene;Merkwürdigen;nettere unentschlossene;verdeckt;23;1;2;-9;1;1;21;21;10;3;17;20;38
569;WISPT7;;base;interview;04.02.15 15:43;7;2;4;2;3;39;69;101;18;66;5;2;0;7;3;;;;;;6;6;1;1;2;2;1;1;6;5;6;2;1;4;3;1;6;6;5;2;2;6;5;5;2;1;3;4;1;2;1;4;5;6;5;1;1;6;5;1;1;1;1;90;53;3;3;2;;eigennützig;selbstlos;fair;verlogen;unsicher, reumütig;verdeckt;27;1;1;4;1;1;21;21;8;1;8;1;9
571;SX0TW5;;base;interview;04.02.15 15:45;7;2;3;4;2;28;86;56;11;92;9;1;3;9;1;;;;;;6;6;2;1;4;3;1;2;3;6;6;4;3;2;3;2;6;6;5;4;3;4;6;5;4;2;5;5;5;2;2;5;5;6;5;1;2;6;5;5;4;2;2;54;78;6;3;1;;geldgierig;uneigennützig;fair;hinterlistig;sehr gut;offen;32;2;2;-9;1;1;21;21;9;2;10;7;17
572;4H7V85;;base;interview;04.02.15 15:59;5;3;6;3;4;51;74;85;49;65;10;2;2;8;4;;;;;;7;5;4;1;5;6;2;3;4;6;5;4;2;3;5;3;6;6;5;3;5;6;4;5;3;1;4;4;2;6;4;6;5;6;4;2;3;6;4;6;4;2;1;80;53;3;3;3;;Ego;Sozio;Fair ;Ego2;Sozio2;verdeckt;31;1;2;-9;1;1;21;21;9;2;10;24;34
573;GAEO2O;;base;interview;04.02.15 16:06;7;3;;;;66;70;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sicherheit;mutig;;;;verdeckt;;;;;;0;8;8;0;0;0;0;0
576;AKMWB7;;base;interview;04.02.15 16:10;7;2;4;3;2;27;79;50;27;88;8;1;4;7;2;;;;;;7;7;5;1;6;7;2;6;7;7;6;6;1;1;4;1;6;6;4;1;3;6;6;2;2;1;6;6;3;2;4;6;6;6;2;1;1;6;6;4;2;1;2;50;51;6;3;3;;egoistisch;großmütig;realistisch;irrational;rational;verdeckt;56;2;2;-9;1;1;21;21;9;2;10;39;50
577;TNRBNL;;base;interview;04.02.15 16:14;7;2;4;6;2;47;92;20;45;58;7;0;3;4;0;8;;;6;;6;6;4;1;3;3;2;2;4;7;5;5;1;1;3;1;5;6;2;1;1;4;6;2;2;4;5;6;2;3;1;5;5;6;3;1;1;6;1;2;1;3;-9;75;43;7;3;3;;Egoist;Selbstlos;Feige;Egoist;Menschlich;verdeckt;33;2;2;-9;1;1;21;21;8;3;14;13;27
580;HTQ1XG;;base;interview;04.02.15 16:33;3;7;;;;54;51;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Realist;Idealist;;;;offen;;;;;;0;8;8;0;0;0;12;12
581;PKCZM3;;base;interview;04.02.15 16:52;7;2;4;2;2;99;81;86;14;24;0;0;0;0;0;;;;;;3;1;1;5;5;6;4;5;7;4;6;2;1;1;1;1;5;4;5;3;1;6;6;2;1;1;1;6;1;1;1;6;6;5;1;1;1;6;4;3;1;1;1;50;59;7;3;7;Fragen schwammig formuliert. Was meint schlecht, was meint ekelig? Fehlende Definitionen.;intelligent;altruistisch;entscheidungsunfreudig;dämlich;dämlich 2;verdeckt;32;1;2;-9;1;1;21;21;8;2;8;3;11
583;5GQRDT;;base;interview;04.02.15 17:00;7;3;;;;66;78;;;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;normal handelnd;großherzig;;;;verdeckt;;;;;;0;8;8;0;0;0;2;2
584;39F7DA;;base;interview;04.02.15 17:07;7;3;6;5;1;51;47;101;1;65;3;3;0;10;3;;;;;;7;7;1;1;1;1;1;1;1;7;5;5;1;3;4;1;6;6;4;2;5;6;6;3;2;1;3;6;2;4;2;6;4;6;6;1;1;6;1;4;6;1;1;70;-9;4;2;7;;Egoist;Altruist;Münzwerfer;Egomane;Altruissimus;offen;40;1;2;-9;1;1;21;21;10;3;16;36;52
586;BWKJSW;;base;interview;04.02.15 17:13;5;3;3;2;2;42;84;47;23;62;6;3;5;8;3;;;;;;6;6;1;1;4;2;2;2;2;6;5;3;2;2;4;1;5;5;3;3;4;5;5;5;2;4;5;5;3;3;3;5;4;4;4;2;2;5;4;4;2;2;6;80;67;-9;2;3;Bei einigen Fragen fehlt es an Differenzierungsmöglichkeiten.;normalen Egoisten;Altruisten;Spieler;potentiellen Betrüger;verdeckten Altruisten;offen;65;2;2;-9;1;1;21;21;9;3;15;7;22
587;0WV2O1;;base;interview;04.02.15 17:13;3;2;6;4;3;81;84;22;16;19;8;8;8;8;8;;;;;;7;6;2;1;4;4;2;6;6;5;5;5;2;2;5;1;6;5;3;2;5;6;5;5;5;5;3;5;6;5;5;6;3;6;1;1;3;4;2;5;2;1;-9;50;96;-9;3;3;;Schnellentscheider;der Großzügige;der Unsichere; der Zögerer;der Zauderer;verdeckt;61;2;2;-9;1;1;21;21;11;4;23;1;24
588;FRUN8N;;base;interview;04.02.15 17:14;6;3;2;2;2;65;74;28;1;21;3;3;5;10;8;;;;;;3;3;1;1;1;1;4;1;1;3;3;6;1;2;5;1;4;5;3;2;5;5;5;3;3;2;2;6;3;2;1;6;5;6;2;2;1;1;1;3;2;1;1;20;26;4;2;7;;Wirtschi;Nettis;Faulis;Arschis;Idioten;offen;24;1;2;-9;1;1;21;21;9;2;10;1;11
589;2SS0MU;;base;interview;04.02.15 17:15;7;3;3;2;1;90;19;15;22;8;1;4;5;4;6;;;;6;;7;7;4;1;4;4;-9;2;5;5;4;4;2;5;3;1;6;5;5;3;3;6;5;5;5;3;4;6;4;5;4;6;4;6;2;1;4;5;4;4;3;2;5;75;67;2;3;3;;vorsichtig;unvorsichtig;unentschlossen;anstrengend;nervig;offen;50;1;2;-9;1;1;21;21;9;3;16;3;19
590;611VC7;;base;interview;04.02.15 17:36;3;2;7;3;2;18;91;74;17;94;8;8;8;8;8;;;;;;7;6;2;2;2;2;2;2;2;2;6;2;2;2;2;1;4;5;5;1;1;5;5;3;4;4;5;5;1;3;1;5;5;6;4;4;1;2;1;4;2;1;1;90;78;4;3;1;;egoistisch;Wohltäter;rational;egoisten;Wohltäter;verdeckt;32;2;2;-9;1;1;21;21;9;2;10;9;19
591;7MBJ0Y;;base;interview;04.02.15 17:40;7;3;6;2;2;61;84;96;20;68;8;2;5;10;4;;;;;;6;6;3;1;4;4;2;4;5;6;6;5;4;5;4;1;6;6;6;5;4;6;6;4;4;2;4;6;4;4;2;5;6;5;4;1;1;6;5;5;6;1;2;95;53;5;3;7;;realistisch;hilfsbereit;unentschlossen;hinterlistig;gutmütig;offen;25;1;1;3;1;1;21;21;8;1;8;19;27
594;MTQGOI;;base;interview;04.02.15 18:03;6;3;3;2;2;52;50;49;29;27;0;0;0;2;2;;;;;;6;6;4;1;6;5;2;6;5;6;5;5;2;3;3;1;6;5;5;3;3;6;6;4;2;1;5;6;4;4;2;6;6;5;4;2;1;6;3;5;3;2;4;100;51;1;3;3;;Selbstbehalter;Opferwilliger;Zufallsentscheider;späten Selbstbevorzuger;späten Opferwilligen;verdeckt;29;1;2;-9;1;1;21;21;9;2;10;3;13
595;YHF9HH;;base;interview;04.02.15 18:06;3;3;3;3;4;65;16;9;21;29;5;2;1;2;3;;;;;;3;4;4;4;3;3;3;4;5;3;4;5;5;4;4;4;3;4;4;4;5;5;4;4;3;4;4;4;4;3;3;4;5;5;4;4;3;4;4;4;5;4;-9;50;-9;-9;1;2;;genie;lügner;vorbildlich;super;ehrlich;verdeckt;43;2;2;-9;1;1;21;21;13;5;29;237;266
596;5NZLHJ;;base;interview;04.02.15 18:16;6;3;3;3;5;25;92;96;30;30;8;2;1;7;5;;;;;;6;7;4;1;6;6;1;4;4;4;6;4;1;2;2;1;6;5;6;2;2;6;5;3;2;1;5;5;1;5;3;5;6;6;3;2;3;6;4;5;1;1;2;75;78;6;3;3;;gierig;großzügig;experimentierfreudig;listig;blödmann;offen;22;1;1;3;1;1;21;21;8;1;8;9;17
599;GEH9LK;;base;interview;04.02.15 18:44;4;;;;;-9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;offen;;;;;;0;7;7;75;75;397;2;399
600;X595R7;;base;interview;04.02.15 18:55;7;2;4;2;2;34;101;50;28;80;5;0;1;3;0;;;;;;7;5;1;1;3;5;1;4;2;4;5;3;1;1;2;1;3;5;4;2;4;6;5;4;5;1;2;6;3;4;1;6;4;3;4;1;4;4;2;2;3;1;4;50;75;5;3;-9;Ich finde es unangebracht, die Umfrage auf einen gesellschaftlichen Stempel hinzuleiten. Wozu ist es notwendig zu wissen, was ich wählen möchte oder wie ich zur Kirche stehe? ;geldgierig;selbstlos;einfach;unentschieden;nachdenklich;verdeckt;22;1;2;-9;1;1;21;21;9;3;15;1;16
601;S2IS46;;base;interview;04.02.15 19:07;6;6;4;2;2;48;58;44;15;70;7;5;5;7;4;;;;;;6;6;6;1;4;4;2;2;1;6;5;4;2;4;4;5;6;6;5;4;5;6;5;5;4;1;6;6;2;5;6;6;6;5;5;4;5;4;5;5;4;1;1;25;80;7;3;4;;Banker;Sozialarbeiter;Mitläufer;Täuscher;RechtsGeblinktLinksGefahr;verdeckt;40;2;2;-9;1;1;21;21;9;2;10;10;20
603;39EYEJ;;base;interview;04.02.15 19:22;7;4;3;2;2;33;90;51;2;100;8;2;5;10;1;;;;;;7;7;1;1;5;5;1;2;2;7;6;6;1;1;3;1;6;6;6;1;1;6;6;6;6;3;6;6;2;1;1;6;6;6;4;1;1;6;6;5;1;6;7;99;50;-9;3;3;Die Frage mit dem Bauarbeiter fand ich sehr geschmackslos. Doch wäre ich in der Situation, würde ich wohl mehr zu dem einen, der übergefahren wird, tendieren, da es für Hilfe, wenn der Mensch nicht stirbt, besser ist sich nur um einen Verletzten zu kümmern, als um fünf Verletzte.;Egos;Sozi;Zufi;fies;gut;offen;31;1;1;1;1;1;21;21;8;2;12;23;36
605;9VRUSL;;base;interview;04.02.15 19:36;5;2;6;2;1;35;47;61;17;7;7;5;9;7;8;;;;;;6;6;3;1;4;4;1;6;6;5;6;6;1;1;2;1;6;6;6;2;4;6;5;2;2;1;5;5;1;2;5;5;4;6;4;1;1;6;3;5;3;1;1;75;30;6;3;4;besonders der erste Teil war ziemlich schwer zu durchschauen, was jedoch nicht der Formulierung der Fragestellung, sondern deren Komplexität geschuldet ist. Viel Erfolg!;selbstbezogen;selbstlos;Spieler;Zweifler;Hasenfuß;verdeckt;36;1;2;-9;1;1;21;21;8;2;8;28;36
608;I7ZRHT;;base;interview;04.02.15 19:49;3;6;7;2;2;35;101;31;22;93;3;0;5;6;2;;;;;;7;7;3;1;6;6;1;4;6;7;6;4;1;3;5;1;6;6;6;4;5;6;6;4;4;2;6;5;5;3;1;6;6;6;3;2;1;6;5;3;1;1;7;60;67;7;3;3;"Ich studiere Frühpädagogik- Leitung und Management. Diese Option fehlte.
";Ego;Gönner;verantwortungslos;schwaudelig;gut;offen;32;1;1;-9;1;1;21;21;8;2;8;4;12
